surveyid,village,survey_date,femaleres,age,married,children,hhsize,edu,hh_children,cons_nondurable,asset_livestock,asset_durable,asset_phone,asset_savings,asset_land_owned_total,asset_niceroof,cons_allfood,cons_ownfood,cons_alcohol,cons_tobacco,depressed
7,1,17-Oct-61,1,21,1,2,4,10,2,104.99734,57.824402,191.38367,24.023054,7.2069163,0.5,0,89.820114,11.677875,0,0,0
155,4,1-Oct-61,1,25,1,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,1
959,146,25-Sep-61,1,28,1,2,4,10,2,178.22627,41.303146,464.76605,32.030739,24.023054,2,0,113.39454,8.0076847,4.1868749,0,0
824,48,3-Nov-60,1,35,0,2,3,8,2,192.79454,66.08503,101.53745,0,8.0076847,0,0,149.09926,22.68844,0,0,0
521,23,5-Sep-61,1,52,1,1,4,8,1,129.91325,106.02181,64.061478,0,0,1,0,125.25735,0,0,2.0934374,0
243,11,8-Sep-61,1,28,1,2,4,14,2,259.49097,61.954716,3720.3704,48.046108,0,0,0,202.24934,30.802896,0,0,0
191,26,20-Nov-61,1,32,1,6,8,8,6,107.61375,4.1303144,248.23824,48.046108,0,0,0,67.455215,2.1887674,0,0,0
35,6,11-Nov-61,1,32,1,0,2,1,0,239.38821,37.172832,22.421518,0,0,0,0,161.33426,6.406148,37.681877,19.538752,0
821,27,4-Sep-61,1,20,1,3,6,10,3,530.7002,724.60321,255.44514,0,0,8,0,514.3111,91.18084,0,0,0
1049,23,2-Oct-61,1,61,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
55,3,22-May-60,1,49,1,6,9,10,6,182.81848,8.2606287,67.264557,19.218445,0,1.2,0,121.95437,1.8684598,0,5.931407,0
1047,193,13-Nov-61,1,35,1,5,8,10,5,167.11465,104.98143,219.41057,32.030739,0,1.25,0,51.056618,4.2707653,0,0,0
111,4,12-Oct-61,0,65.900002,0,0,1,9,0,181.55652,283.3024,280.26898,19.218445,0,5,0,113.01074,5.7254949,0,0,0
1139,203,17-Nov-61,1,63,1,3,6,10,3,238.56419,549.72632,174.56754,24.023054,0,5.5,0,224.23044,26.959208,0,0,0
631,39,26-Oct-61,1,31,1,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1
790,70,29-Sep-61,1,37,0,6,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,83,13-Sep-61,1,27,1,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
339,56,24-Sep-61,1,20,1,2,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0
293,20,19-Oct-61,1,30.9,1,3,5,9,3,197.49393,45.433456,205.4772,3.203074,3.203074,0,0,176.40701,35.233814,0,0,1
672,50,30-Nov-61,1,28,1,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
839,20,24-Nov-61,1,49,0,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1
949,15,14-Sep-61,1,23,1,1,3,10,1,153.36813,202.06248,75.27224,0,0,2.3099999,0,38.844902,1.0676913,0,0,1
1081,218,12-Nov-61,1,21,1,3,6,2,3,103.86501,34.766083,333.92047,40.038425,0,3,0,84.993568,8.0076847,0,0,0
662,136,14-Nov-61,1,87,0,0,1,6,0,43.782589,69.532166,34.433044,0,0,9,0,38.123825,0.85415304,0,0,1
568,25,8-Sep-61,0,45,0,0,1,9,0,62.81419,0,115.31066,0,0,2.25,0,49.288826,1.3346142,3.4890628,0,0
297,45,11-Aug-60,1,24,0,3,5,10,3,163.77625,37.172832,220.37149,0,3.203074,0,0,142.70267,20.019213,0,0,0
489,17,10-Oct-61,1,35,0,5,6,9,5,73.465179,0,108.90452,16.015369,2.5624592,2.5,0,61.547066,0.80076849,0,0,0
931,163,15-Dec-61,1,19,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
444,41,21-Jun-60,1,25,1,2,4,14,2,113.90788,0,69.666862,24.023054,0,0,0,99.467354,0.10276529,,,1
1316,69,3-Sep-61,1,46,0,0,1,12,0,426.48703,38.8964,61.659176,24.023054,0,0,0,392.6824,81.411469,4.1868749,5.8616252,0
16,3,11-Aug-60,1,38,0,4,6,10,4,102.59827,4.1303144,164.95831,0,0,2,0,90.413246,4.5910726,0,0,1
1003,137,20-Nov-61,1,30.200001,1,4,6,14,4,161.28621,8.2606287,368.19336,57.655331,4.3241501,0,0,138.86469,16.816139,0,0,0
204,19,18-Sep-61,1,28,1,2,4,9,2,77.80172,156.62598,137.73218,48.046108,0,0.5,0,67.885536,0.20553058,0,0,0
193,35,6-Nov-61,1,22,1,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
49,7,2-Nov-61,1,30,1,4,6,10,4,156.31841,199.65268,169.12231,48.046108,0,0,0,145.14502,8.0076847,0,0,0
6,1,19-Oct-61,1,48,1,3,5,9,3,184.9623,12.390944,277.06589,76.873779,0,1.25,0,120.95418,9.3422995,0,0,0
476,38,19-Nov-61,0,54,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,75,6-Oct-61,1,22,1,2,4,10,2,93.214027,4.1303144,184.17676,64.061478,0,0,0,61.407505,0,0,0,1
335,11,13-Oct-61,1,22,1,4,6,9,4,189.87061,8.2606287,183.85645,48.046108,0,0.75,0,83.946854,7.6553469,31.401564,0,1
515,78,27-Oct-61,1,34,1,2,4,10,2,128.94432,592.7561,243.43362,48.046108,32.030739,0,0,119.53529,22.581671,0,0,0
235,36,21-Sep-61,1,20,1,3,5,9,3,82.97258,33.042515,105.70144,24.023054,3.203074,0,0,40.798771,4.2707653,0,0,0
266,15,7-Jun-60,1,24,1,5,7,10,5,234.0894,12.390944,590.96716,78.475311,43.241501,1,0,151.07642,0.16015369,0,0,1
176,30,24-Oct-61,1,23,1,2,4,10,2,87.540871,167.97653,259.44901,24.023054,0,0,0,61.622662,5.1742988,0,0,0
1229,79,1-Oct-61,1,19,1,1,3,10,1,167.50551,258.1633,217.80904,19.218445,0,0,0,122.5824,2.9895358,0,0,0
1357,123,21-Sep-61,1,35,0,7,8,10,7,82.629395,0,160.95447,0,0,5,0,62.663567,0.80076849,0,0,0
1326,71,2-Oct-61,1,21,1,3,5,11,3,414.74088,116.00601,241.03131,16.015369,4.8046112,0.25,0,331.46094,3.203074,0,0,0
20,3,31-Oct-61,1,40,1,2,7,9,2,223.40831,185.53818,249.039,0,288.27667,3,0,141.28378,4.2707653,0,3.4890628,0
1247,233,5-Nov-61,1,24,1,2,4,10,2,237.54036,65.401855,182.25491,24.023054,40.038425,0,0,156.54262,12.385221,0,7.3270316,0
910,187,7-Nov-60,1,61,1,4,6,6,4,214.27954,12.390944,302.69049,0,0,4,0,135.93388,4.0038424,10.467188,4.8846879,0
514,6,3-Oct-61,0,45,0,0,1,14,0,89.058426,4.1303144,130.52527,16.015369,1.601537,1.25,0,72.060776,6.0324559,0,0,0
751,43,20-Oct-61,1,22,1,1,3,10,1,76.121811,8.2606287,148.14217,0,0,0,0,62.989208,8.2746077,0,0,0
688,63,30-Jun-60,1,31,0,3,4,10,3,183.75816,28.912201,254.64438,48.046108,11.210759,0,0,93.954643,0.10276529,0,0,0
1182,114,8-Oct-61,0,56,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
37,5,31-Oct-61,1,19,1,1,3,9,1,504.03079,0,284.59314,48.046108,44.843037,0.2,0,428.94537,82.479156,0,0,0
817,80,7-Dec-61,0,41,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,1
1218,185,27-Oct-61,1,37,1,5,8,10,5,203.37271,0,181.77444,0,0,2.5,0,157.68237,4.2707653,3.4890628,6.9781256,0
434,41,21-Sep-61,1,18,1,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,278,13-Nov-61,1,21,1,0,2,1,0,58.206341,4.1303144,132.92757,24.023054,0,0,0,38.961205,5.3384566,,0,0
389,32,23-Sep-61,0,42,0,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,173,2-Nov-61,1,34,1,3,5,5,3,220.31201,114.28244,81.678391,0,0,0,0,185.47858,21.268412,0,0,1
725,132,8-Nov-61,1,22,1,1,3,14,1,32.944,0,172.16522,24.023054,0,0,0,18.957241,0.26692283,0,0,0
135,20,21-Aug-60,1,24,1,3,5,9,3,202.31873,30.635769,264.2536,40.038425,64.061478,4,0,116.46491,0,31.401564,0,1
1304,83,25-Nov-61,1,28,1,2,4,10,2,86.06546,16.521257,269.05823,40.038425,0,5,0,60.360783,4.5643806,0,0,0
59,2,5-Sep-61,1,60,0,0,4,1,0,26.300285,8.2606287,18.417675,0,0,1,0,24.656042,3.4966891,0,0,0
162,27,7-Aug-60,1,19,1,1,3,10,1,114.8119,28.912201,192.18443,0,0,0,0,63.082256,0,0,0,0
421,24,17-Oct-61,1,43,1,5,7,9,5,299.047,1967.6268,365.15042,64.061478,13.613065,2.5,0,227.95209,39.504578,0,0,1
873,115,31-Oct-61,1,23,1,4,6,10,4,115.061,122.54308,183.21584,0,0,0.5,0,62.343739,4.3308234,0,0,0
1335,262,4-Dec-61,0,21.6,1,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
450,33,29-Nov-61,1,44,1,8,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,255,20-Nov-61,1,33,1,4,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0
47,5,17-Dec-61,1,18,1,2,3,10,2,235.3573,0,148.94295,24.023054,0,0.25,0,207.25032,0,0,0,0
364,66,9-Nov-61,1,20,1,2,4,8,2,150.48386,53.694088,152.94678,0,3.203074,0.5,0,110.04504,9.9295282,0,0,0
148,8,8-Sep-61,1,65,0,1,2,1,1,53.103539,12.390944,52.850719,0,0,3,0,37.309711,1.0676913,4.8846879,4.3962193,0
1067,202,19-Nov-61,1,28,1,6,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0
761,115,29-Oct-61,1,24,1,4,6,9,4,117.51431,22.375139,355.06076,40.038425,0,0,0,49.777294,0.93422991,0,0,0
1244,21,13-Jun-60,1,35,0,2,4,9,2,407.29449,218.58374,242.95316,45.643803,0,1.5,0,346.25458,13.21268,0,0,0
1422,98,26-Oct-61,1,26,1,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
74,11,21-Oct-61,1,35,1,7,9,10,7,100.12314,41.303146,59.25687,0,0,1,0,85.388992,4.5910726,0,0,1
1274,77,9-Oct-61,1,24,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,109,19-Sep-61,1,28,1,1,3,9,1,55.65913,24.781887,84.881462,32.030739,0,0,0,40.124222,0.16015369,0,0,0
1031,16,14-Sep-61,1,26,1,8,10,10,8,299.26529,342.85342,180.17291,0,160.1537,2,0,247.549,2.7626514,0,0,0
679,50,11-Dec-61,1,55,1,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,214,11-Dec-61,1,52,0,4,6,9,4,159.96266,526.67108,336.32278,0,16.015369,0.5,0,140.56271,3.7369196,0,0,1
667,95,26-Sep-61,1,17,1,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
97,6,16-Oct-61,1,17,1,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1160,192,23-Oct-61,1,25,1,3,5,9,3,223.30952,114.96563,270.33945,27.22613,0,0.5,0,152.58833,16.6026,0,0,0
419,22,27-Apr-60,1,47,1,1,3,12,1,735.8299,375.89594,158.71231,44.042267,0,0.75,0,630.56085,123.73875,34.192814,19.538752,0
217,9,19-May-60,1,28,0,2,3,10,2,121.04111,0,62.459942,0,6.406148,1,0,78.5737,8.8084536,0,0,0
258,17,26-Nov-61,1,18,1,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
161,11,18-Oct-61,1,28,1,3,5,10,3,81.44577,0,222.61365,24.023054,0,0.5,0,76.294167,13.346142,0,0,0
345,73,13-Dec-61,0,22,1,2,4,11,0,0,0,0,0,0,0,0,0,0,0,0,1
254,25,10-Sep-61,0,23.9,0,0,1,8,0,93.875618,0,41.639961,0,0,1,0,85.761162,4.8046117,0,0,0
185,14,23-Sep-61,1,30,1,3,5,10,3,78.787994,16.521257,74.471474,24.023054,0,0,0,62.105316,2.562459,0,0,0
1026,54,4-Sep-61,1,43,0,3,4,10,3,162.13428,175.55701,141.73602,32.030739,16.015369,1.5,0,125.6993,2.1353827,0,0,0
1180,184,2-Nov-61,1,25,1,1,4,9,1,198.02777,69.532166,203.3952,24.023054,6.406148,5,0,95.484016,1.3346142,0,0,0
157,26,23-Oct-61,1,24,1,2,4,11,2,273.08646,840.60925,338.72507,32.030739,32.030739,1,0,251.30557,26.158438,0,0,0
641,35,6-Jun-60,1,19,1,0,2,7,0,71.44075,0,174.56754,64.061478,1.601537,0,0,59.872314,6.406148,0,0,0
1423,92,3-Oct-61,1,28,1,2,4,10,2,45.186985,0,134.52911,0,0,0.40000001,0,34.123032,2.562459,0,0,0
951,64,22-Aug-60,1,30,1,3,5,12,3,149.75705,298.78326,237.02748,60.858406,0,0,0,70.013855,3.3365355,0,0,0
126,19,31-Oct-61,1,50,1,2,5,12,2,358.42398,344.21674,268.25745,92.889145,9.6092224,4,0,229.58032,24.023054,0,0,1
305,42,22-Nov-61,1,26,1,2,3,5,2,232.4059,544.91589,80.877617,0,0,2,0,199.57439,30.829588,0,0,0
19,2,22-Sep-61,1,71,1,3,7,1,3,107.1209,134.25084,66.944244,28.827665,0,1.5,0,96.449318,6.4728785,0,0,0
402,21,11-Sep-61,1,32,1,2,4,10,2,246.24014,57.14122,155.34909,16.015369,0,0,0,222.13701,20.553059,0,0,0
673,38,12-Jul-60,1,25,0,1,2,11,1,93.993439,0,48.846878,32.030739,0,0,0,74.107689,0,0,0,0
1413,89,11-Oct-61,1,25,1,4,6,8,4,237.83014,75.386055,231.4221,25.624592,16.015369,1.13,0,172.94121,14.787524,0,0,0
311,21,19-Oct-61,1,37,1,6,8,14,6,180.03375,20.651573,147.3414,32.030739,0,0,0,92.576469,5.0715342,0,0,0
1234,20,13-Sep-61,1,27,1,3,5,10,3,193.55565,8.2606287,191.38367,128.12296,0,0,0,74.107689,0,0,0,0
432,72,23-Oct-61,1,34,0,5,6,7,5,133.14684,16.521257,140.93526,0,0,0.25,0,88.9711,0.32030737,0,0,0
396,27,18-Oct-61,1,66,1,0,3,3,0,80.909271,240.95888,112.90836,0,0,1.2,0,66.710884,10.009606,6.9781256,0,0
1095,229,6-Nov-61,1,31,1,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,109,20-Nov-61,1,20,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,106,18-Sep-61,1,47,1,4,7,1,4,179.17386,80.199539,155.34909,16.015369,0,2,0,144.4472,6.0858407,0,4.8846879,0
119,19,30-Oct-61,1,27,1,5,7,10,5,264.75314,1015.1259,135.32988,0,0,2,0,233.0694,33.472122,0,0,0
62,12,5-Nov-61,1,30,1,0,2,9,0,554.60236,0,104.26006,0,0,3,0,274.33337,3.7369196,104.67188,41.868752,0
1079,154,29-Oct-61,1,53,0,2,3,9,2,141.62144,131.48688,260.24976,16.015369,24.023054,0.5,0,100.9851,4.2787728,0,0,0
628,96,26-Sep-61,1,32,1,5,7,8,5,308.47852,86.736603,257.84744,139.33372,80.076851,2,0,211.87914,33.525505,0,0,1
762,50,20-Oct-61,1,23,1,2,4,10,2,125.39082,0,14.413833,0,0,0,0,107.34683,1.3346142,0,0,0
1411,46,6-Sep-61,0,38,0,1,2,9,1,118.92632,0,17.616907,0,0,0,0,82.504692,7.1001472,0,4.8846879,0
1245,124,11-Sep-61,1,61,1,3,5,8,3,222.55913,658.51208,549.96783,0,4.0038424,7,0,207.87836,11.290835,0,0,0
46,5,12-Sep-61,1,43,1,3,5,10,3,48.69912,16.521257,62.459942,0,0,0.55000001,0,35.646591,0.33365354,0,0,0
429,27,20-Oct-61,1,24,1,3,5,10,3,58.879364,4.1303144,78.475311,0,0,0,0,46.520832,7.7941465,0,0,0
889,50,19-Oct-61,1,42,1,7,9,8,7,74.460411,24.781887,189.78214,0,0,0.5,0,41.892017,6.9399939,0,0.69781256,1
884,146,8-Aug-60,1,22,1,2,4,8,2,78.346817,8.2606287,0,0,0,0,0,68.804321,9.2889156,0,0,1
1188,109,17-Sep-61,1,52,1,5,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0
822,14,14-Sep-61,1,29,1,3,5,9,3,44.998238,16.521257,167.36061,0,0,1,0,35.239532,0.32030737,0,0,0
1375,209,21-Sep-61,1,36,0,3,4,14,3,208.86713,426.50009,263.45285,16.015369,0,0.5,0,135.14302,1.1477681,0,0,0
1127,161,29-Oct-61,1,22,1,3,5,6,3,142.45099,47.157024,215.88719,0,4.0038424,0.1,0,109.67287,1.0676913,0,0,0
919,164,16-Nov-61,1,23,1,1,3,4,1,683.63892,259.2037,227.41826,0,8.8084536,0,0,593.60583,98.761444,48.846878,0,0
1259,184,29-Oct-61,1,23,1,3,5,12,3,132.0248,20.651573,114.5099,48.046108,0,2.0999999,0,65.105911,4.0038424,0,0,0
599,40,17-Oct-61,1,34,1,6,8,10,6,420.32147,57.824402,217.00827,64.061478,8.8084536,0,0,336.69455,14.013449,0,0,0
746,153,13-Nov-61,1,39,1,4,6,10,4,218.15985,365.22855,261.85129,32.030739,0,2,0,175.73248,22.554979,0,0,0
731,67,5-Nov-61,1,17,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,157,24-Sep-61,1,25,1,3,5,6,3,298.94592,714.25879,392.37656,72.069168,0,3,0,190.73543,22.154594,0,0,0
388,60,2-Nov-61,1,81,0,0,2,1,0,52.095711,16.521257,26.105053,0,0,1.5,0,36.984062,3.203074,0,0.69781256,1
1038,45,5-Sep-61,1,29,1,3,5,10,3,93.037285,281.57883,798.36621,25.624592,19.218445,1,0,71.642082,7.4738393,0,0,0
1388,258,19-Nov-61,1,24,1,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
577,45,7-Sep-60,1,20,1,3,5,10,3,88.202744,111.87569,230.62132,64.061478,0,0,0,57.453232,2.1353827,0,0,0
924,48,31-Aug-61,1,28,1,2,4,7,2,390.1897,28.912201,32.991661,0,0,0.5,0,363.21143,38.436893,0,3.4890628,0
1132,67,26-Sep-61,1,40,1,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
160,29,6-Nov-61,1,36,1,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0
325,43,30-Oct-61,1,40,1,2,4,9,2,155.48827,4.1303144,276.26514,32.030739,16.015369,1.5,0,126.42037,4.6711493,0,0,0
558,32,18-Oct-61,1,35,1,2,4,10,2,91.928223,179.00111,173.44646,40.038425,0,0,0,71.64209,10.676913,0,0,0
77,11,20-Nov-61,1,29,1,4,6,12,4,136.8418,20.651573,330.23694,32.030739,0,1,0,104.90449,5.0982261,0,0,0
970,71,22-Nov-61,1,42,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
475,5,31-Aug-61,1,18,1,3,4,10,3,126.59579,8.2606287,167.36061,40.038425,0,1,0,111.3011,7.2069163,0,0,1
1175,75,2-Oct-61,1,25,1,3,5,10,3,264.56821,384.15656,219.41057,0,48.046108,0,0,241.55945,50.234879,0,0,0
33,2,5-Sep-61,1,26,1,6,8,4,6,257.88806,351.11401,49.327339,0,19.698906,0,0,242.05954,43.495075,0,0,0
463,46,11-Sep-61,1,28,1,4,6,8,4,136.37851,34.766083,203.3952,40.038425,0,1,0,118.62814,12.411912,0,0,0
529,48,11-Sep-60,0,33,1,2,4,10,2,449.86755,20.651573,149.58356,16.015369,19.218445,0.5,0,285.14948,9.1020679,0,0,0
203,17,29-Nov-61,1,21,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
437,26,24-Nov-61,1,25,0,6,7,8,6,85.613976,0,77.35424,0,0,0.34999999,0,75.270714,3.3098433,0,0,0
369,36,30-May-60,1,18,1,2,3,11,2,57.140553,4.1303144,3.5233815,0,0,0.25,0,40.124222,0,,0,0
728,42,21-Nov-61,1,26,1,4,6,10,4,112.07652,4.1303144,128.12296,40.038425,0,0,0,97.949631,4.7512269,0,0,0
100,17,15-Sep-60,1,25,1,4,7,6,4,33.424461,26.505453,96.89299,0,0,1,0,15.700782,0,0,0,1
649,34,4-Sep-61,1,65,1,1,5,10,1,764.75153,697.41156,143.33755,0,0,1,0,727.60919,145.09926,0,0,0
608,44,19-Nov-61,1,27,0,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0
757,126,25-Oct-61,1,23,1,2,4,10,2,81.152168,26.505453,48.046108,32.030739,0,0,0,65.943283,7.2069163,,1.3956251,1
980,83,1-Oct-61,1,23,1,3,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0
53,4,4-Dec-61,1,29,1,3,5,9,3,41.123276,4.1303144,182.57521,0,0,0,0,25.935366,1.0676913,0,0,0
368,56,8-Oct-61,0,29,1,4,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0
260,53,25-Nov-61,1,28.4,1,1,3,10,1,374.47748,0,365.15042,24.023054,0,0,0,285.40533,24.023054,0,0,1
253,5,14-Sep-61,1,40,1,0,2,7,0,53.093616,4.1303144,164.15755,40.038425,6.406148,1.5,0,44.125011,1.1744604,0,0,0
154,28,14-Nov-61,1,40.900002,0,4,7,8,4,136.76553,406.53168,103.13898,0,25.624592,1,0,88.180244,2.6692283,0,0,1
1232,73,25-Sep-61,1,34,1,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,220,25-Oct-61,0,36,1,1,3,14,1,331.87848,150.77211,190.26259,24.023054,0,0.25,0,89.785217,4.6711493,20.934376,0,0
825,82,11-Sep-61,1,23,1,1,3,14,1,207.91573,118.41276,445.22729,96.092216,0,0.25,0,153.16986,10.890451,0,0,0
683,15,2-Oct-61,0,42,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
764,12,13-Sep-61,1,25,1,4,6,7,4,615.55762,67.12542,375.56042,80.076851,112.10759,2.5,0,530.75623,91.287605,0,0,1
1036,60,21-Nov-61,1,57,1,5,9,9,5,330.31015,253.34981,393.97809,48.046108,0,4.4000001,0,294.75604,37.315811,0,0,0
1428,105,20-Sep-61,1,32,1,4,6,9,4,268.80807,175.55701,276.10498,0,0,2,0,204.3195,14.413833,0,0,0
974,32,5-Sep-61,1,31,1,3,5,10,3,158.20326,216.17395,285.7142,35.233814,0,1.5,0,121.76829,6.6463785,0,0,0
206,17,26-Nov-61,1,24,1,4,6,8,4,241.15526,8.2606287,223.41441,24.023054,0,0,0,209.92529,16.549217,0,0,0
1400,249,19-Nov-61,1,21,1,2,4,10,2,249.73683,187.26175,261.85129,12.812296,0,0,0,226.20758,4.2707653,0,0,0
219,41,9-Nov-61,1,44,1,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0
870,143,24-Sep-61,1,23,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
328,40,6-Nov-61,1,42,1,1,3,8,1,79.491524,16.521257,148.94295,48.046108,0,27,0,65.478081,4.0572271,0,0,0
410,7,17-Sep-61,1,22,1,2,4,10,2,88.901505,0,244.5547,56.053795,0,0.5,0,80.306595,0.17349982,0,0,0
484,74,29-Oct-61,1,25,1,5,7,6,5,428.026,0,122.51758,0,16.015369,0,0,290.98782,1.2812295,0,0,1
633,54,11-Oct-61,0,37,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
684,124,8-Nov-61,1,25,1,3,5,10,3,78.730034,0,100.09606,11.210759,0,1,0,42.543304,1.8684598,0,0,1
978,202,29-Nov-61,1,21,1,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,103,23-Nov-61,1,41,1,8,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0
169,29,7-Nov-61,1,31,1,2,4,12,0,0,0,0,0,0,0,0,0,0,0,0,1
103,4,5-Sep-61,1,20,1,3,5,16,3,178.06422,626.15582,1316.3032,46.444572,16.015369,0,0,135.14302,1.8684598,0,0,0
1405,177,7-Dec-61,1,41,1,4,6,10,4,318.5209,392.41721,524.3432,28.827665,11.210759,2.5,0,237.25627,42.440731,0,9.7693758,0
78,5,26-Sep-61,1,21,1,2,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,105,12-Sep-61,1,28,1,6,8,7,6,114.5099,557.30682,103.29913,48.046108,0,0.5,0,74.898552,3.7369196,,,0
1417,71,9-Jun-60,1,37,1,5,8,8,5,230.25899,101.8915,326.71356,80.076851,8.8084536,4,0,158.14177,5.3050914,0,0,0
1048,150,30-Oct-61,1,26,1,2,4,8,2,209.17256,338.72006,228.21902,16.015369,11.210759,0.01,0,148.05257,15.241294,0,0,0
1258,49,8-Oct-61,1,21,1,2,4,8,2,106.79888,4.1303144,89.79818,44.843037,0,0,0,97.344849,5.6053796,0,1.8840939,0
211,21,2-Jun-60,1,24,1,2,4,10,2,214.76991,0,141.73602,48.046108,12.812296,0,0,170.03365,16.682676,0,0,0
1281,42,5-Sep-61,1,18,1,2,3,10,2,379.59344,575.55164,272.42145,152.14601,12.812296,0.5,0,352.15112,67.865128,0,0,0
408,72,14-Dec-61,1,51,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1
197,18,19-Sep-61,1,19,1,3,5,9,3,156.10982,16.521257,256.24591,32.030739,8.3279924,0,0,44.776306,1.0676913,0,0,0
51,9,8-Aug-60,0,48.299999,0,3,4,6,3,303.73151,664.69196,446.02805,0,552.53027,2,0,260.51666,41.373039,0,0,0
998,33,12-Oct-61,1,32,0,1,2,8,1,174.10863,8.2606287,41.319656,0,5.6053796,4.25,0,164.40463,25.384359,0,0,0
1011,68,24-Aug-60,1,44.5,1,6,8,9,6,174.34029,116.68919,86.803307,19.218445,0,0,0,156.40308,23.531918,0,0,0
1208,20,13-Sep-61,1,37,1,0,2,1,0,96.130348,20.651573,195.22736,24.023054,0,1.75,0,90.017822,7.2069163,0,0,1
907,162,18-Nov-61,1,28,1,5,7,10,5,201.8047,20.651573,347.53354,0,0,0,0,160.93883,6.1071944,0,0,0
1124,48,8-Sep-61,1,42,0,1,3,7,1,51.88179,20.651573,56.854565,0,0,3.5,0,41.84549,7.0734549,0,0,0
671,98,19-Dec-61,1,22,1,2,4,10,2,136.09154,83.646683,296.44449,46.444572,60.858406,0,0,88.505882,10.943836,0,0,0
1331,121,18-Sep-61,1,60,0,1,3,9,1,114.96147,0,82.479156,28.827665,0,3.8500001,0,74.415894,0.50314951,0,0,0
1284,193,23-Oct-61,1,34,1,5,7,7,5,55.356747,88.460167,129.56435,0,0,0.5,0,32.983276,2.9895358,0,1.9538752,0
815,99,7-Nov-61,1,43,0,2,4,8,2,292.06354,4.1303144,68.545784,0,0,5.5,0,250.77057,31.89728,0,0,1
1359,131,6-Oct-61,1,73,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
310,5,14-Sep-61,1,36,1,4,7,9,4,162.59384,425.45969,351.53738,24.023054,0,5,0,151.75677,19.919117,,,0
42,9,8-Nov-61,1,34,1,3,5,10,3,168.29332,232.69824,187.37982,28.827665,4.4843035,0,0,129.32793,17.990599,0,0,0
582,120,17-Nov-61,1,32,1,5,7,7,5,85.057243,49.563774,116.5919,28.827665,0,1,0,65.385033,0.80076849,0,0,0
1427,214,22-Oct-61,1,30,1,4,6,9,4,220.77379,33.042515,242.15239,40.038425,56.053795,0.75,0,156.65892,21.300442,0,0,0
336,71,29-Nov-61,0,35,0,4,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,149,12-Dec-61,0,33,0,0,1,9,0,42.118515,0,172.966,0,0,0,0,25.702763,0.93422991,0,0,0
709,24,9-Oct-61,1,23,1,3,5,10,3,375.62524,101.8915,252.72253,24.023054,172.966,6,0,303.80432,7.0254092,0,0,0
